Start,Finish,Name of conflict,Belligerents,,Part of,War link,Wider conflict link
1848,1848,French Revolution of 1848,French Republic,July Monarchy,,https://en.wikipedia.org/wiki/French_Revolution_of_1848,
1848,1849,"Revolutions of 1848 in the
German states","German Confederation
Austrian Empire
Baden
Prussia
Kingdom of Saxony
Kingdom of Bavaria",German Rebels,,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_German_states,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_German_states
1848,1849,"Baden Revolution
",Baden,Freischar,Revolutions of,https://en.wikipedia.org/wiki/Baden_Revolution,
,,1848 in the German states,,,,,
1848,1849,"Revolutions of 1848 in the
Habsburg areas",,,,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Habsburg_areas,https://en.wikipedia.org/wiki/Revolutions_of_1848_in_the_Habsburg_areas
1848,1848,"Wallachian Revolution of
1848","Ottoman Empire
Russian Empire",Wallachia,,https://en.wikipedia.org/wiki/Wallachian_Revolution_of_1848,https://en.wikipedia.org/wiki/Wallachian_Revolution_of_1848
1848,1849,"Sicilian revolution of
independence of 1848","Kingdom of the Two
Sicilies
Supported by:
Kingdom of Spain","Kingdom of Sicily
Supported by:
Congress Poland",,https://en.wikipedia.org/wiki/Sicilian_revolution_of_independence_of_1848,https://en.wikipedia.org/wiki/Sicilian_revolution_of_independence_of_1848
1848,1848,"Dutch intervention in Northern
Bali (1848)",Netherlands,Bali,,https://en.wikipedia.org/wiki/Dutch_intervention_in_Northern_Bali_(1848),https://en.wikipedia.org/wiki/Dutch_intervention_in_Northern_Bali_(1848)
1848,1848,Matale rebellion,British Empire,Kandian Peasants,,https://en.wikipedia.org/wiki/Matale_rebellion,
1848,1849,"First Italian War of
Independence",Austrian Empire,"Kingdom of Sardinia
Grand Duchy of
Tuscany
Papal States
Kingdom of the Two
Sicilies",,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence,https://en.wikipedia.org/wiki/First_Italian_War_of_Independence
1848,1849,Second Anglo-Sikh War,"British Empire
British East India
Company",Sikh Empire,,https://en.wikipedia.org/wiki/Second_Anglo-Sikh_War,
1848,1849,"Hungarian War of
Independence","Austrian Empire
Russian Empire",Hungary,,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848
1848,1849,Serb Uprising of 1848–49,"Serbs (Austrian Empire)
Serbian volunteers
Austrian Empire",Hungary,,https://en.wikipedia.org/wiki/Serb_Uprising_of_1848%E2%80%9349,
1848,1849,Praieira revolt,Empire of Brazil,Praieiros,,https://en.wikipedia.org/wiki/Praieira_revolt,
1848,1849,Slovak Uprising of 1848–49,Slovak National Council,Kingdom of Hungary,,https://en.wikipedia.org/wiki/Slovak_Uprising_of_1848%E2%80%9349,
1848,1851,"First Schleswig War
The Three Years' War",Denmark,"Schleswig-Holstein
Prussia
Kingdom of Saxony",,https://en.wikipedia.org/wiki/First_Schleswig_War,
1849,1850,"Dutch intervention in Bali
(1849)","Netherlands
Lombok","Buleleng
Jembrana
Klungkung",,https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1849),https://en.wikipedia.org/wiki/Dutch_intervention_in_Bali_(1849)
1849,1849,"May Uprising in Dresden
","Prussia
Kingdom of Saxony",Freischar,"Revolutions of
1848 in the German states",https://en.wikipedia.org/wiki/May_Uprising_in_Dresden,
1849,1849,"Palatine uprising
",Kingdom of Bavaria,Freischar,"Revolutions of
1848 in the German states",https://en.wikipedia.org/wiki/Palatine_uprising,
,,,,,,,
1849,1849,"Yemeni Expedition of 1849
",Zaidis,Ottoman Empire,"Yemeni–
Ottoman Conflicts",https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Expedition_of_1849,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts
1849,1855,"Burmese–Siamese War
(1849–55)",Burma,Siam,,https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1849%E2%80%9355),https://en.wikipedia.org/wiki/Burmese%E2%80%93Siamese_War_(1849%E2%80%9355)
1849,1924,Apache Wars,"United States
(1849–1924)
Confederate States of
America
(1861–1865)","Apacheria:
Chiricahua Apache
Jicarilla Apache
Mescalero Apache
Lipan Apache
Western Apache
Plains Apache
Apache Allies:
Ute
Yavapai
Comanche
Cheyenne
Kiowa
Yuma
Mohave",,https://en.wikipedia.org/wiki/Apache_Wars,
1849,1849,"Operations against the Baizai
(1849)",British Empire,Baizai Tribesmen,,,
Start,Finish,Name of conflict,Belligerents,,,,
,,,Victorious party (if applicable),Defeated party (if applicable),,,
1850,1856,"Soninke-Marabout
War (1850–1856)","British Empire
French Empire","Marabout confederacy
Kingdom of the Kombo
(Soninke)",,https://en.wikipedia.org/wiki/Soninke-Marabout_War_(1850%E2%80%931856),https://en.wikipedia.org/wiki/Soninke-Marabout_War_(1850%E2%80%931856)
1850,1864,Taiping Rebellion,"China
British Empire
French Empire",Taiping Heavenly Kingdom,,https://en.wikipedia.org/wiki/Taiping_Rebellion,
1850,1853,Eighth Xhosa War,British Empire,"Xhosa Tribes
Khoikhoi Tribes
Native Kafir Police",,https://en.wikipedia.org/wiki/Eighth_Xhosa_War,
1851,1851,"1851 Chilean
Revolution",Chile,Liberal rebels,,https://en.wikipedia.org/wiki/1851_Chilean_Revolution,https://en.wikipedia.org/wiki/1851_Chilean_Revolution
1851,1851,"Bombardment of
Salé",France,Morocco,,https://en.wikipedia.org/wiki/Bombardment_of_Sal%C3%A9_(1851),https://en.wikipedia.org/wiki/Bombardment_of_Sal%C3%A9_(1851)
1851,1851,"1851 French coup
d'état","French Second Republic under
Louis-Napoléon Bonaparte",Republicans,,https://en.wikipedia.org/wiki/1851_French_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/1851_French_coup_d'%C3%A9tat
1851,1852,Platine War,"Empire of Brazil
Uruguay
Entre Ríos
Corrientes
Santa Fe","Argentine Confederation
Blancos",,https://en.wikipedia.org/wiki/Platine_War,
1851,1855,"Palembang
Highlands
Expeditions",Dutch Empire,Palembangese Rebels,,https://en.wikipedia.org/wiki/Palembang_Highlands_Expeditions,https://en.wikipedia.org/wiki/Palembang_Highlands_Expeditions
1851,1865,"California Indian
Wars",United States,"Miwok
Yokuts
Cahuilla
Cupeno
Quechan
Yurok
Karuk
Tolowa
Nomlaki
Chimariko
Wintun
Hupa
Tsnungwe
Wiyot
Whilkut
Yuki",,https://en.wikipedia.org/wiki/California_Indian_Wars,https://en.wikipedia.org/wiki/California_Indian_Wars
1851,1868,Nian Rebellion,Qing dynasty,Nien militia,,https://en.wikipedia.org/wiki/Nian_Rebellion,
1852,1852,Kautokeino rebellion,Sweden-Norway,Sami rebels,,https://en.wikipedia.org/wiki/Kautokeino_rebellion,
,,,,,,,
1852,1852,"Second Anglo-
Burmese War",British Empire,Burma,,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War,https://en.wikipedia.org/wiki/Second_Anglo-Burmese_War
1852,1853,"Montenegrin–
Ottoman War (1852–
53)",Montenegro,Ottoman Empire,,https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1852%E2%80%9353),https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1852%E2%80%9353)
1852,1862,"Herzegovina Uprising
(1852–62)",Ottoman Empire,Serbian rebels,,https://en.wikipedia.org/wiki/Herzegovina_Uprising_(1852%E2%80%9362),https://en.wikipedia.org/wiki/Herzegovina_Uprising_(1852%E2%80%9362)
1853,1854,,State of Venezuela,Rebels,,,
1853,1856,Crimean War,"Ottoman Empire
French Empire
(from 1854)
Britain
(from 1854)
Kingdom of Sardinia
(from 1855)
Caucasian Imamate (until 1855)
Circassia
Abkhazian insurgents (from
1855)
Egypt Eyalet
Beylik of Tunis[11]","Russian Empire
Bulgarian volunteers
Principality of Mingrelia
(vassal)
Kurdish rebels[12]
Kingdom of Greece (until
1854)",,https://en.wikipedia.org/wiki/Crimean_War,
1854,1854,"1854 Macedonian
rebellion",Ottoman Empire,Macedonian rebels,,https://en.wikipedia.org/wiki/1854_Macedonian_rebellion,https://en.wikipedia.org/wiki/1854_Macedonian_rebellion
1854,1855,"Expedition against
the Chinese in
Montrado",Netherlands,"Pro-Chinese Indonesian rebels
Chinese volunteers
Supported by:
China",,https://en.wikipedia.org/wiki/Expedition_against_the_Chinese_in_Montrado,https://en.wikipedia.org/wiki/Expedition_against_the_Chinese_in_Montrado
1854,1854,Epirus Revolt of 1854,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/Epirus_Revolt_of_1854,
1854,1857,Revolution of Ayutla,Mexican rebels,Santa Anna dictatorship,,https://en.wikipedia.org/wiki/Revolution_of_Ayutla,
1854,1873,"Miao Rebellion
(1854–73)",China,Miao people,,https://en.wikipedia.org/wiki/Miao_Rebellion_(1854%E2%80%9373),https://en.wikipedia.org/wiki/Miao_Rebellion_(1854%E2%80%9373)
1854,1860,"French conquest of
Senegal",French Empire,"Kingdom of Waalo
Toucouleur Empire",,https://en.wikipedia.org/wiki/French_conquest_of_Senegal,https://en.wikipedia.org/wiki/French_conquest_of_Senegal
1854,1856,"Red Turban
Rebellion (1854–56)",Qing Empire of China,Tiandihui,,https://en.wikipedia.org/wiki/Red_Turban_Rebellion_(1854%E2%80%9356),https://en.wikipedia.org/wiki/Red_Turban_Rebellion_(1854%E2%80%9356)
1854,1861,Bleeding Kansas,Free-Stater (Kansas),Border ruffians,,https://en.wikipedia.org/wiki/Bleeding_Kansas,
1855,1855,"Kurdish revolt of
1855[8]","Ottoman Empire
Supported by:
French Empire
British Empire",Kurdish rebels,,,
1855,1855,First Fiji Expedition,United States,Fiji,,https://en.wikipedia.org/wiki/First_Fiji_Expedition,
,,,,,,,
1855,1856,"Nepalese–Tibetan
War",Kingdom of Nepal,Tibet,,https://en.wikipedia.org/wiki/Nepalese%E2%80%93Tibetan_War,https://en.wikipedia.org/wiki/Nepalese%E2%80%93Tibetan_War
1855,1856,Santhal rebellion,"British Raj
Zamindars",Santal rebels,,https://en.wikipedia.org/wiki/Santhal_rebellion,
1855,1858,Yakima War,United States,Yakama,,https://en.wikipedia.org/wiki/Yakima_War,
1855,1855,Rogue River Wars,United States,Rogue River,,https://en.wikipedia.org/wiki/Rogue_River_Wars,
1855,1855,Battle of Ash Hollow,United States,Brulé Sioux,,https://en.wikipedia.org/wiki/Battle_of_Ash_Hollow,
1855,1856,Puget Sound War,United States,"Nisqually
Muckleshoot
Puyallup
Klickitat
Haida
Tlingit",,https://en.wikipedia.org/wiki/Puget_Sound_War,
1855,1858,"Third Seminole War
part of the Seminole
Wars",United States,Seminole Tribes,,https://en.wikipedia.org/wiki/Seminole_Wars#Third_Seminole_War,https://en.wikipedia.org/wiki/Seminole_Wars
1855,1864,Nias Expedition,Dutch Empire,Nias Rebels,,https://en.wikipedia.org/wiki/Nias_Expedition,
1855,1867,"Punti-Hakka Clan
Wars",Punti,Hakka,,https://en.wikipedia.org/wiki/Punti-Hakka_Clan_Wars,https://en.wikipedia.org/wiki/Punti-Hakka_Clan_Wars
1856,1857,"Peruvian civil war of
1856–1858",,,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1856%E2%80%931858,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1856%E2%80%931858
1856,1857,Filibuster War,"Allied Central American Army
(Ejército Aliado Centroamericano)
Costa Rica
Honduras
Guatemala
El Salvador
Nicaragua
Legitimistas (conservative party)
Democráticos (liberal party)
United States (naval
support)",Filibusters,,https://en.wikipedia.org/wiki/Filibuster_War,
1856,1857,"Khost rebellion
(1856–1857)",Emirate of Afghanistan,Khostwal and Waziri tribesmen,,https://en.wikipedia.org/wiki/Khost_rebellion_(1856%E2%80%931857),https://en.wikipedia.org/wiki/Khost_rebellion_(1856%E2%80%931857)
1856,1857,"Campaign of 1856–
57","Costa Rica
Guatemala
El Salvador
Honduras
Rebel Forces of Patricio
Rivas","Republic of Sonora
Nicaragua",,https://en.wikipedia.org/wiki/Campaign_of_1856%E2%80%9357,https://en.wikipedia.org/wiki/Campaign_of_1856%E2%80%9357
1856,1856,Battle of Tres Forcas,Morocco,Prussia,,https://en.wikipedia.org/wiki/Battle_of_Tres_Forcas,
,,,,,,,
1856,1860,"Second Opium War
Arrow War","United Kingdom
French Empire
United States (1856 and
1859 only)",Qing Empire of China,,https://en.wikipedia.org/wiki/Second_Opium_War,
1856,1857,Anglo-Persian War,"British Empire
East India Company
Afghanistan",Persia,,https://en.wikipedia.org/wiki/Anglo-Persian_War,
1856,1873,"Panthay Rebellion
Du Wenxiu Rebellion",Qing Empire of China,Pingnan Guo,,https://en.wikipedia.org/wiki/Panthay_Rebellion,
1856,1857,"1857 Cheyenne
Expedition",United States,Cheyenne,,https://en.wikipedia.org/wiki/Cheyenne#Punitive_US_expedition_of_1857,https://en.wikipedia.org/wiki/Cheyenne#Punitive_US_expedition_of_1857
1857,1858,"Indian Rebellion of
1857
India's First War of
Independence","British Empire
British East India
Company
Nepal
Jammu and Kashmir
20 Princely states","Sepoys of the East India
Company
Mughal Empire
Awadh
Jhansi
Jagdishpur
Kohra
Bijairaghogarh
Tulsipur State
7 Princely states",,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857,https://en.wikipedia.org/wiki/Indian_Rebellion_of_1857
1857,1858,Utah War,United States,"State of Deseret
Utah Territory
Nauvoo Legion",,https://en.wikipedia.org/wiki/Utah_War,
1857,1860,"Ecuadorian–Peruvian
War (1857–1860)",Peru,Ecuador,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War_(1857%E2%80%931860),https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Peruvian_War_(1857%E2%80%931860)
1857,1861,Reform War,"Liberals
United States",Conservatives,,https://en.wikipedia.org/wiki/Reform_War,
1857,1861,Cibaenian Revolution,"Dominican Republic
Liberals Supported by:
Conservatives
Kingdom of Spain","Revolutionary
Government of Cibao",,,
1857,1863,Pahang Civil War,"Wan Ahmad loyalists
Terengganu Sultanate
Rattanakosin Kingdom","Tun Mutahir loyalists
Johor
United Kingdom",,https://en.wikipedia.org/wiki/Pahang_Civil_War,
1858,1858,"March Revolution
(Venezuela)",,,,https://en.wikipedia.org/wiki/March_Revolution_(Venezuela),https://en.wikipedia.org/wiki/March_Revolution_(Venezuela)
1858,1858,Mahtra War,Russian Empire,Estonian peasants,,https://en.wikipedia.org/wiki/Mahtra_War,
1858,1858,Coeur d'Alene War,United States,"Spokane
Coeur d'Alene",,https://en.wikipedia.org/wiki/Coeur_d'Alene_War,
,,,,"Paloos
Northern Paiute",,,
1858,1858,Fraser Canyon War,"United States
British Empire",Nlaka'pamux,,https://en.wikipedia.org/wiki/Fraser_Canyon_War,
1858,1858,Pecija's First Revolt,Ottoman Empire,Serbian peasants,,https://en.wikipedia.org/wiki/Pecija's_First_Revolt,
1858,1862,"Cochinchina
Campaign","French Empire
Kingdom of Spain",Dai Nam,,https://en.wikipedia.org/wiki/Cochinchina_Campaign,https://en.wikipedia.org/wiki/Cochinchina_Campaign
1859,1859,Indigo revolt,British Empire,Bengali Peasants,,https://en.wikipedia.org/wiki/Indigo_revolt,
1859,1859,Third Fiji expedition,United States,Fiji,,https://en.wikipedia.org/wiki/Third_Fiji_expedition,
1859,1859,"Second Italian War of
Independence","French Empire
Kingdom of Sardinia",Austrian Empire,,https://en.wikipedia.org/wiki/Second_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Second_Italian_War_of_Independence
1859,1859,Revolution of 1859,Chile,Liberal rebels,,https://en.wikipedia.org/wiki/Revolution_of_1859,
1859,1872,Pig War,United States,United Kingdom,,https://en.wikipedia.org/wiki/Pig_War_(1859),
1859,1860,"Hispano-Moroccan
War (1859–60)",Spain,Morocco,,https://en.wikipedia.org/wiki/Hispano-Moroccan_War_(1859%E2%80%9360),https://en.wikipedia.org/wiki/Hispano-Moroccan_War_(1859%E2%80%9360)
1859,1863,Banjarmasin War,Dutch Empire,Sultanate of Banjar,,https://en.wikipedia.org/wiki/Banjarmasin_War,
1859,1863,Federal War,Venezuelan Federalists,"Venezuelan
Conservatives",,https://en.wikipedia.org/wiki/Federal_War,
1859,1859,"1859 Perugia
uprising",Papal States,Rebels,,https://en.wikipedia.org/wiki/1859_Perugia_uprising,https://en.wikipedia.org/wiki/1859_Perugia_uprising
Start,Finish,Name of conflict,Belligerents,,,,
,,,Victorious party (if applicable),Defeated party (if applicable),,,
1860,1860,"Expedition of the
Thousand",Kingdom of Italy,"Two Sicilies
Papal States",,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand,https://en.wikipedia.org/wiki/Expedition_of_the_Thousand
1860,1860,"Portugal–Angoche
conflict[13]","Portuguese Empire
Mozambique",Angoche Sultanate,,https://en.wikipedia.org/wiki/Portugal%E2%80%93Angoche_conflict,https://en.wikipedia.org/wiki/Portugal%E2%80%93Angoche_conflict
1860,1860,"1860 Mount Lebanon
civil war","Rural Druze clans
Abu Nakad clan
Imad clan
Abu Harmouch clan
Talhuq clan
Jumblatt clan
Supported by
al-Atrash clan
Harfush clan
Rural Sunni and Shia Muslim
militiamen
Sardiyah tribe","Maronites and allies
Rural Maronite militiamen
Zahalni militiamen
Shihab dynasty",,https://en.wikipedia.org/wiki/1860_Mount_Lebanon_civil_war,https://en.wikipedia.org/wiki/1860_Mount_Lebanon_civil_war
1860,1860,Paiute War,United States,Paiute tribes,,https://en.wikipedia.org/wiki/Paiute_War,
1860,1861,"First Taranaki War
Second Māori War
Part of New Zealand
Wars","Māori iwi (tribes)
Māori King Movement","Government of New Zealand
British Settlers",,https://en.wikipedia.org/wiki/First_Taranaki_War,
1860,1862,"Colombian Civil War
(1860–62)",Granadine Confederation,Federal State of Cauca,,https://en.wikipedia.org/wiki/Colombian_Civil_War_(1860%E2%80%9362),https://en.wikipedia.org/wiki/Colombian_Civil_War_(1860%E2%80%9362)
1860,1890,Barasa–Ubaidat War,Ubaidat Tribe,Barasa Tribe,,https://en.wikipedia.org/wiki/Barasa%E2%80%93Ubaidat_War,
1861,1883,"Occupation of
Araucanía",Chile,Araucanía,,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa,https://en.wikipedia.org/wiki/Occupation_of_Araucan%C3%ADa
1861,1865,American Civil War,United States of America,"Confederate States of
America",,https://en.wikipedia.org/wiki/American_Civil_War,
1861,1867,"French intervention
in Mexico
Also known as
Franco-Mexican War","United Mexican States
Supported by :
United States of America
(entered in 1865)","Second French Empire
Second Mexican Empire
Austrian Empire (German
and Hungarian volunteers)
Belgian Foreign Legion
Egyptian Sudanese
Supported by :
Kingdom of Spain (retired in
1862)
United Kingdom (retired in
1862)",,https://en.wikipedia.org/wiki/Second_French_intervention_in_Mexico,https://en.wikipedia.org/wiki/Second_French_intervention_in_Mexico
1862,1862,Dakota War of 1862,United States,Dakota Sioux,,https://en.wikipedia.org/wiki/Dakota_War_of_1862,
,,,,,,,
1862,1877,"Dungan Revolt
(1862–77)
Muslim Rebellion",Qing Empire of China,Muslims of China,,https://en.wikipedia.org/wiki/Dungan_Revolt_(1862%E2%80%9377),https://en.wikipedia.org/wiki/Dungan_Revolt_(1862%E2%80%9377)
1863,1863,"Ecuadorian–
Colombian War",United States of Colombia,Ecuador,,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Colombian_War,https://en.wikipedia.org/wiki/Ecuadorian%E2%80%93Colombian_War
1863,1863,"Battle of
Shimonoseki Straits",United States,Chōshū Domain,,https://en.wikipedia.org/wiki/Battle_of_Shimonoseki_Straits,https://en.wikipedia.org/wiki/Battle_of_Shimonoseki_Straits
1863,1863,"Bombardment of
Kagoshima
Anglo-Satsuma War",British Empire,Satsuma Domain,,https://en.wikipedia.org/wiki/Bombardment_of_Kagoshima,https://en.wikipedia.org/wiki/Bombardment_of_Kagoshima
1863,1864,"Shimonoseki
Campaign","British Empire
Netherlands
United States
Second French Empire","Choshu Domain
Chofu Domain
Kiheitai Volunteers",,https://en.wikipedia.org/wiki/Shimonoseki_Campaign,https://en.wikipedia.org/wiki/Shimonoseki_Campaign
1863,1864,Ambela campaign,British Raj,"Afghan Pashtuns
Yusufzai",,https://en.wikipedia.org/wiki/Ambela_campaign,
1863,1864,"Invasion of Waikato
Part of New Zealand
Wars","Government of New
Zealand
Māori Kupapa",Māori King Movement,,https://en.wikipedia.org/wiki/Invasion_of_Waikato,https://en.wikipedia.org/wiki/New_Zealand_Wars
1863,1864,"Second Anglo-
Ashanti War",Ashanti Empire,British Empire,,"https://en.wikipedia.org/wiki/Anglo-Ashanti_Wars#Second_Anglo-Ashanti_War,_1863-1864","https://en.wikipedia.org/wiki/Anglo-Ashanti_Wars#Second_Anglo-Ashanti_War,_1863-1864"
1863,1865,"Dominican
Restoration War",Dominican Republic,Spain,,https://en.wikipedia.org/wiki/Dominican_Restoration_War,https://en.wikipedia.org/wiki/Dominican_Restoration_War
1863,1864,January Uprising,Russian Empire,"Polish-Lithuanian-Ruthenian
Commonwealth",,https://en.wikipedia.org/wiki/January_Uprising,
1863,1865,Colorado War,United States,"Cheyenne
Arapaho",,https://en.wikipedia.org/wiki/Colorado_War,
1863,1866,"Second Taranaki War
Part of New Zealand
Wars",British Empire,Māori of Taranaki,,https://en.wikipedia.org/wiki/Second_Taranaki_War,https://en.wikipedia.org/wiki/New_Zealand_Wars
1864,1864,"Kinmon Incident and
First Chōshū
expedition","Tokugawa Shogunate
Satsuma Domain","Aizu Domain
Choshu Domain
Sonno joi Rebels",,https://en.wikipedia.org/wiki/Kinmon_Incident,https://en.wikipedia.org/wiki/First_Ch%C5%8Dsh%C5%AB_expedition
1864,1864,"Second Schleswig
War
Second Danish-
German War","German Confederation
Austrian Empire
Kingdom of Prussia",Denmark,,https://en.wikipedia.org/wiki/Second_Schleswig_War,https://en.wikipedia.org/wiki/Second_Schleswig_War
1864,1864,"Battle of Dybbøl
Part of Second
Schleswig War",Prussia,Denmark,,https://en.wikipedia.org/wiki/Battle_of_Dybb%C3%B8l,https://en.wikipedia.org/wiki/Second_Schleswig_War
1864,1864,"Tauranga Campaign
","Government of New
Zealand
British Settlers
Māori Kupapa",Ngāi Te Rangi Iwi,"New
Zealand Wars",https://en.wikipedia.org/wiki/Tauranga_Campaign,https://en.wikipedia.org/wiki/New_Zealand_Wars
,,,,,,,
1864,1865,Uruguayan War,"Empire of Brazil
Colorados",Uruguay,,https://en.wikipedia.org/wiki/Uruguayan_War,
1864,1865,Mejba Revolt,Beylik of Tunis,Tax resisters,,https://en.wikipedia.org/wiki/Mejba_Revolt,
1864,1865,"Mito Rebellion
Kanto insurrection
","Tokugawa Shogunate
Mito Domain","Sonno joi Rebels of Eastern
Japan","Japanese
Civil War",https://en.wikipedia.org/wiki/Mito_Rebellion,
1864,1865,Bhutan War,British Empire,Bhutan,,https://en.wikipedia.org/wiki/Bhutan_War,
1864,1865,,Russian Empire,"Khanate of Kokand
Emirate of Bukhara",,,
1864,1866,Chincha Islands War,"Peru
Chile
Joined in 1866:
Ecuador
Bolivia",Spain,,https://en.wikipedia.org/wiki/Chincha_Islands_War,
1864,1868,Snake War,United States,"Shoshone, Bannock, and Paiute
Tribes",,https://en.wikipedia.org/wiki/Snake_War,
1864,1868,"Pasoemah
Expedition",Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Pasoemah_Expedition,https://en.wikipedia.org/wiki/Pasoemah_Expedition
1864,1870,Paraguayan War,"Empire of Brazil
Argentina
Uruguay",Paraguay,,https://en.wikipedia.org/wiki/Paraguayan_War,
1865,1865,"Peruvian civil war of
1865",Revolutionaries,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865
1865,1875,Saudi Civil War,Supporters of Saud,Supporters of Rahman,,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Faisal#Royal_Civil_War,
1865,1872,"Black Hawk War
(1865–72)",United States,"Ute
Paiute
Navajo
Apache",,https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372),https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372)
1865,1865,"Powder River
Expedition (1865)",United States,"Arapaho
Sioux
Cheyenne",,https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865),https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865)
1865,1865,Morant Bay rebellion,British Empire,Jamaican Rebels,,https://en.wikipedia.org/wiki/Morant_Bay_rebellion,
1865,1870,Hualapai War,United States,Hualapai,,https://en.wikipedia.org/wiki/Hualapai_War_(1865-70),
1865,1866,Seqiti War,"Basuto Kingdom
British Empire",Orange Free State,,https://en.wikipedia.org/wiki/Seqiti_War,
1865,1868,"East Cape War
","Government of New
Zealand
British Settlers
Māori Kupapa",Hau-Hauist Māori,"New
Zealand Wars",https://en.wikipedia.org/wiki/East_Cape_War,https://en.wikipedia.org/wiki/New_Zealand_Wars
1865,1868,"Russo-Bukharan
Wars",Russian Empire,Emirate of Bukhara,,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars
1865,1890,Haw wars,Kingdom of Siam,Haw rebels,,https://en.wikipedia.org/wiki/Haw_wars,
,,,,,,,
1866,1866,"Second Chōshū
expedition
Summer War",Choshu Domain,"Tokugawa Shogunate
Aizu Domain",,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition
1866,1866,"Austro-Prussian War
Seven Weeks War
German Civil War","Kingdom of Prussia
Kingdom of Italy
Mecklenburg-Schwerin
Oldenburg
County of Anhalt
Duchy of Brunswick
Duchy of Saxe-
Altenburg
Saxe-Coburg and
Gotha
Principality of Waldeck-
Pyrmont
County of
Schwarzburg-
Sondershausen
Principality of Lippe
Bremen
Hamburg
Lübeck","Austrian Empire
Kingdom of Saxony
Kingdom of Bavaria
Grand Duchy of Baden
Kingdom of
Württemberg
Kingdom of Hanover
Grand Duchy of Hesse
Hesse-Kassel
Principality of Reuss
Elder Line
Duchy of Saxe-
Meiningen
County of Schaumburg-
Lippe
Nassau",,https://en.wikipedia.org/wiki/Austro-Prussian_War,
1866,1866,"Third Italian War of
Independence
",Kingdom of Italy,Austrian Empire,"Austro-
Prussian War",https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence
1866,1868,Red Cloud's War,Lakota Tribe,United States,,https://en.wikipedia.org/wiki/Red_Cloud's_War,
1866,1866,Baikal Insurrection,Russian Empire,Sybiracy,,https://en.wikipedia.org/wiki/Baikal_Insurrection,
1866,1869,"Cretan Revolt (1866–
69)",Greek rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369),https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369)
1866,1866,"French campaign
against Korea (1866)
Byeongin Western
invasion",Joseon dynasty (Korea),Second French Empire,,https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866),https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866)
1866,1867,"1867 Macedonian
rebellion",Ottoman Empire,Greek revolutionaries.,,https://en.wikipedia.org/wiki/1867_Macedonian_rebellion,https://en.wikipedia.org/wiki/1867_Macedonian_rebellion
1867,1867,"Peruvian civil war of
1867",Revolutionaries (Conservatives),Government of Peru (Liberals),,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1867,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1867
1867,1867,La Genuina,,,,https://en.wikipedia.org/wiki/La_Genuina,
