Start,Finish,Name of conflict,Belligerents,,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1865,1866,Seqiti War,"Basuto Kingdom
British Empire",Orange Free State,,https://en.wikipedia.org/wiki/Seqiti_War,,1312.0
1865,1868,"East Cape War
","Government of New
Zealand
British Settlers
Māori Kupapa",Hau-Hauist Māori,"New
Zealand Wars",https://en.wikipedia.org/wiki/East_Cape_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,11071.0
1865,1868,"Russo-Bukharan
Wars",Russian Empire,Emirate of Bukhara,,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars,861.0
1865,1890,Haw wars,Kingdom of Siam,Haw rebels,,https://en.wikipedia.org/wiki/Haw_wars,,31916.0
,,,,,,,,
1866,1866,"Second Chōshū
expedition
Summer War",Choshu Domain,"Tokugawa Shogunate
Aizu Domain",,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition,24168.0
1866,1866,"Austro-Prussian War
Seven Weeks War
German Civil War","Kingdom of Prussia
Kingdom of Italy
Mecklenburg-Schwerin
Oldenburg
County of Anhalt
Duchy of Brunswick
Duchy of Saxe-
Altenburg
Saxe-Coburg and
Gotha
Principality of Waldeck-
Pyrmont
County of
Schwarzburg-
Sondershausen
Principality of Lippe
Bremen
Hamburg
Lübeck","Austrian Empire
Kingdom of Saxony
Kingdom of Bavaria
Grand Duchy of Baden
Kingdom of
Württemberg
Kingdom of Hanover
Grand Duchy of Hesse
Hesse-Kassel
Principality of Reuss
Elder Line
Duchy of Saxe-
Meiningen
County of Schaumburg-
Lippe
Nassau",,https://en.wikipedia.org/wiki/Austro-Prussian_War,,569331.0
1866,1866,"Third Italian War of
Independence
",Kingdom of Italy,Austrian Empire,"Austro-
Prussian War",https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence,121524.0
1866,1868,Red Cloud's War,Lakota Tribe,United States,,https://en.wikipedia.org/wiki/Red_Cloud's_War,,115318.0
1866,1866,Baikal Insurrection,Russian Empire,Sybiracy,,https://en.wikipedia.org/wiki/Baikal_Insurrection,,6393.0
1866,1869,"Cretan Revolt (1866–
69)",Greek rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369),https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369),5227.0
1866,1866,"French campaign
against Korea (1866)
Byeongin Western
invasion",Joseon dynasty (Korea),Second French Empire,,https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866),https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866),5659.0
1866,1867,"1867 Macedonian
rebellion",Ottoman Empire,Greek revolutionaries.,,https://en.wikipedia.org/wiki/1867_Macedonian_rebellion,https://en.wikipedia.org/wiki/1867_Macedonian_rebellion,5385.0
1867,1867,"Peruvian civil war of
1867",Revolutionaries (Conservatives),Government of Peru (Liberals),,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1867,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1867,897.0
1867,1867,La Genuina,,,,https://en.wikipedia.org/wiki/La_Genuina,,1984.0
1867,1868,"Blue revolution
(Venezuela)",,,,https://en.wikipedia.org/wiki/Blue_revolution_(Venezuela),https://en.wikipedia.org/wiki/Blue_revolution_(Venezuela),1098.0
1867,1867,"Andaman Islands
Expedition",British Empire,Onge rebels,,https://en.wikipedia.org/wiki/Andaman_Islands_Expedition,https://en.wikipedia.org/wiki/Andaman_Islands_Expedition,2712.0
1867,1875,"Comanche
Campaign",United States,"Comanche
Arapaho
Kiowa
Southern Cheyenne",,https://en.wikipedia.org/wiki/Comanche_Campaign,https://en.wikipedia.org/wiki/Comanche_Campaign,8416.0
,,,,,,,,
1867,1868,Qatari–Bahraini War,Al Thani,Al Khalifa,,https://en.wikipedia.org/wiki/Qatari%E2%80%93Bahraini_War,,30717.0
1867,1874,"Klang War
Selangor Civil War","Forces of Raja Abdullah of Klang
British Straits
Settlements",Forces of Raja Mahadi,,https://en.wikipedia.org/wiki/Klang_War,,26172.0
1868,1874,Six Years' War,Dominican Liberals,Dominican Conservatives,,https://en.wikipedia.org/wiki/Six_Years'_War,,12389.0
1868,1868,"Glorious Revolution
(Spain)",Spain (Liberals),Spain (Moderados),,https://en.wikipedia.org/wiki/Glorious_Revolution_(Spain),https://en.wikipedia.org/wiki/Glorious_Revolution_(Spain),100634.0
1868,1868,Grito de Lares,Spain,Puerto Rican Rebels,,https://en.wikipedia.org/wiki/Grito_de_Lares,,69286.0
1868,1869,"Tītokowaru's War
","Government of New
Zealand
Māori Kupapa",Ngati Ruanui Iwi,"New
Zealand Wars",https://en.wikipedia.org/wiki/T%C4%ABtokowaru's_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,15191.0
1868,1869,"Boshin War
War of the Year of
the Dragon
","Imperial Faction:
Forces of the Emperor
of Japan
Satsuma Domain
Choshu Domain
Tosa Domain
Hiroshima Domain
Saga Domain
British Empire","Tokugawa Shogunate
Northern Alliance
Republic of Ezo
Second French Empire","Japanese
Civil War",https://en.wikipedia.org/wiki/Boshin_War,,758675.0
1868,1868,"British Expedition to
Abyssinia",British Empire,Ethiopian Empire,,https://en.wikipedia.org/wiki/British_Expedition_to_Abyssinia,https://en.wikipedia.org/wiki/British_Expedition_to_Abyssinia,20613.0
1868,1872,"Te Kooti's War
","Government of New
Zealand
British Settlers
Māori Kupapa",Māori iwi,"New
Zealand Wars",https://en.wikipedia.org/wiki/Te_Kooti's_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,26906.0
1868,1878,"Ten Years' War
Great War",Spain,Cuba,,https://en.wikipedia.org/wiki/Ten_Years'_War,,121230.0
1869,1869,"Haitian Revolution of
1869",Forces of Nissage Saget,Forces of Sylvain Salnave,,,,
1869,1869,"1869 uprising in
Krivošije",Serbian Rebels,Austria-Hungary,,https://en.wikipedia.org/wiki/1869_uprising_in_Krivo%C5%A1ije,https://en.wikipedia.org/wiki/1869_uprising_in_Krivo%C5%A1ije,923.0
1869,1869,Red River Rebellion,"Dominion of Canada
Métis Loyalists
British Empire",Métis Forces of Louis Riel,,https://en.wikipedia.org/wiki/Red_River_Rebellion,,116617.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,"Victorious party (if
applicable)","Defeated party (if
applicable)",,,,
1870,1870,Kirk–Holden war,United States,Ku Klux Klan,,https://en.wikipedia.org/wiki/Kirk%E2%80%93Holden_war,,28179.0
1870,1871,Al-Hasa Expedition[14][15],"Ottoman Empire
Kuwait",Nejd,,,,
1870,1870,Adai rebellion,Russian Empire,Kazakhs of Aday,,https://en.wikipedia.org/wiki/Adai_rebellion,,7450.0
1870,1871,Franco-Prussian War,"North German
Confederation
Kingdom of Bavaria
Baden
Kingdom of
Württemberg",Second French Empire,,https://en.wikipedia.org/wiki/Franco-Prussian_War,,1340846.0
1870,1872,Revolution of the Lances,Blancos,Colorados,,https://en.wikipedia.org/wiki/Revolution_of_the_Lances,,8220.0
1870,1900,Sheep Wars,Cattle Ranchers,Sheepmen,,https://en.wikipedia.org/wiki/Sheep_Wars,,14846.0
1870,1890,Kalkadoon Wars,British colonists,Kalkadoon people,,https://en.wikipedia.org/wiki/Kalkadoon_Wars,,8215.0
1871,1871,French Civil War of 1871,French Republic,Communards,,https://en.wikipedia.org/wiki/Paris_Commune,,791097.0
1871,1871,"United States expedition to
Korea",United States,Joseon dynasty (Korea),,https://en.wikipedia.org/wiki/United_States_expedition_to_Korea,https://en.wikipedia.org/wiki/United_States_expedition_to_Korea,114888.0
1871,1872,Nukapu Expedition,United Kingdom,Nukapu,,https://en.wikipedia.org/wiki/Nukapu_Expedition,,4143.0
1872,1873,Dembos War (1872–1873)[16],Portugal,rebels,,,,
1872,1872,"Yemeni Expedition of 1872
",Ottoman Empire,Zaidis,"Yemeni–
Ottoman Conflicts",https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Expedition_of_1872,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts,4821.0
1872,1876,Third Carlist War,"Kingdom of Spain
(Savoy) (to 1873)
First Spanish Republic
(to 1874)
Kingdom of Spain
(Bourbon) (from 1875)",Carlists,,https://en.wikipedia.org/wiki/Third_Carlist_War,,70557.0
1872,1873,"Modoc War
Lava Beds War",United States,Modoc Tribes,,https://en.wikipedia.org/wiki/Modoc_War,,65822.0
1873,1873,Khivan campaign of 1873,Russian Empire,Khanate of Khiva,,https://en.wikipedia.org/wiki/Khivan_campaign_of_1873,,22683.0
1873,1904,Aceh War,Dutch East Indies,Aceh Sultanate,,https://en.wikipedia.org/wiki/Aceh_War,,102054.0
1873,1874,Revolt of the Muckers,Empire of Brazil,Muckers,,https://en.wikipedia.org/wiki/Revolt_of_the_Muckers,,9127.0
1873,1874,Pabna Peasant Uprisings,British Empire,Bengali Peasants,,https://en.wikipedia.org/wiki/Pabna_Peasant_Uprisings,,12321.0
1873,1874,Third Anglo-Ashanti War,British Empire,Ashanti Empire,,https://en.wikipedia.org/wiki/Anglo-Ashanti_wars#Third_Anglo-Ashanti_War,,124327.0
,,,,,,,,
1873,1888,Colfax County War,"Settlers
Jicarilla Apaches",Maxwell Land Grant,,https://en.wikipedia.org/wiki/Colfax_County_War,,18241.0
1873,1874,Cantonal Revolution,First Spanish Republic,Spanish Cantons,,https://en.wikipedia.org/wiki/Cantonal_Revolution,,6126.0
1874,1874,Brooks–Baxter War,Republican Party,Liberal Republican Party,,https://en.wikipedia.org/wiki/Brooks%E2%80%93Baxter_War,,31279.0
1874,1874,Saga Rebellion,Empire of Japan,"Rebels of former Saga
Domain",,https://en.wikipedia.org/wiki/Saga_Rebellion,,29592.0
1874,1874,"Japanese invasion of Taiwan
(1874)",Empire of Japan,Qing Empire,,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874),https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874),62865.0
1874,1875,Red River War,United States,"Comanche Tribes
Kiowa Tribes
Southern Cheyenne
Tribes
Arapaho Tribes",,https://en.wikipedia.org/wiki/Red_River_War,,68978.0
1874,1876,Ethiopian–Egyptian War,Ethiopia,Egypt,,https://en.wikipedia.org/wiki/Ethiopian%E2%80%93Egyptian_War,,15871.0
1875,1875,Ganghwa Island incident,Empire of Japan,Joseon dynasty,,https://en.wikipedia.org/wiki/Ganghwa_Island_incident,,41770.0
1875,1875,Las Cuevas War,Texas Rangers,Mexican Militia,,https://en.wikipedia.org/wiki/Las_Cuevas_War,,10318.0
1875,1876,Perak War,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Perak_War,,23099.0
1875,1876,Mason County War,"Vigilantes
German-American
settlers",Texas Rangers,,https://en.wikipedia.org/wiki/Mason_County_War,,30521.0
1876,1876,Shinpuren Rebellion,Empire of Japan,"Keishintō
Samurai of former the
Kumamoto Domain",,https://en.wikipedia.org/wiki/Shinpuren_Rebellion,,695.0
1876,1876,Razlovtsi insurrection,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/Razlovtsi_insurrection,,3884.0
1876,1876,April Uprising,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/April_Uprising,,25209.0
1876,1876,Akizuki Rebellion,Empire of Japan,"Samurai of former the Akizuki
Domain",,https://en.wikipedia.org/wiki/Akizuki_Rebellion,,2556.0
1876,1876,Hagi Rebellion,Empire of Japan,Choshu Domain,,https://en.wikipedia.org/wiki/Hagi_Rebellion,,9129.0
1876,1877,Colombian Civil War of 1876,Colombian Liberals,Colombian Conservatives,,https://en.wikipedia.org/wiki/Colombian_Civil_War_of_1876,,7545.0
1876,1877,"Great Sioux War of 1876
Black Hills War","United States
Shoshone Tribes
Crow Nation
Pawnee Tribes","Arapaho Tribes
Cheyenne Tribes
Lakota Tribes",,https://en.wikipedia.org/wiki/Great_Sioux_War_of_1876,,207340.0
1876,1878,Qing reconquest of Xinjiang,Qing dynasty,Kashgaria,,https://en.wikipedia.org/wiki/Qing_reconquest_of_Xinjiang,,27762.0
1876,1878,"Montenegrin–Ottoman War
(1876–78)
",Montenegro,Ottoman Empire,"Great Eastern
Crisis",https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1876%E2%80%9378),https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1876%E2%80%9378),7506.0
1877,1890,Angoche Civil War[17],Followers of Farelay,"6 other claimants to the
throne of the Angoche",,,,
,,,,Sultanate,,,,
1877,1877,Nez Perce War,United States,Nez Perce,,https://en.wikipedia.org/wiki/Nez_Perce_War,,91019.0
1877,1877,Satsuma Rebellion,Empire of Japan,"Samurai of former the
Satsuma Domain, Kumamoto
Domain
Shi-gakkō",,https://en.wikipedia.org/wiki/Satsuma_Rebellion,,455987.0
1877,1878,San Elizario Salt War,United States,Mexican-Indians,,https://en.wikipedia.org/wiki/San_Elizario_Salt_War,,30246.0
1877,1879,Ninth Xhosa War,"British Empire
Mfengu Tribe",Xhosa Gcaleka Tribe,,https://en.wikipedia.org/wiki/Xhosa_Wars#Ninth_war_.281877.E2.80.931879.29,,132065.0
1877,1878,Russo-Turkish War (1877–78),"Russian Empire
Serbia
Romania
Montenegro
Bulgarian volunteers",Ottoman Empire,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1877%E2%80%9378),,41341.0
1877,1879,Cheyenne War,United States,Cheyenne,,https://en.wikipedia.org/wiki/Cheyenne_War,,4300.0
1877,1893,Kiriji War,"Ibadan
Iwo Kingdom
Igbajo
Offa Kingdom
Modakeke","Ijesha Kingdom
Ekiti Confederacy
Akoko Confederacy
Egba Kingdom
Ijebu Kingdom
Ila Kingdom
Ilorin Emirate
Ife Kingdom",,https://en.wikipedia.org/wiki/Kiriji_War,,38163.0
1878,1878,Bannock War,United States,"Bannock
Northern Shoshone",,https://en.wikipedia.org/wiki/Bannock_War,,29127.0
1878,1878,"Austro-Hungarian campaign
in Bosnia and Herzegovina in
1878",Austria-Hungary,Bosnia Vilayet,,https://en.wikipedia.org/wiki/Austro-Hungarian_campaign_in_Bosnia_and_Herzegovina_in_1878,https://en.wikipedia.org/wiki/Austro-Hungarian_campaign_in_Bosnia_and_Herzegovina_in_1878,48880.0
1878,1878,Kanak Revolt,France,Kanaks,,https://en.wikipedia.org/wiki/Kanak_people#Revolt,,187999.0
1878,1878,Lincoln County War,"Ranchers
Regulators","General Store Monopoly
John Kinney Gang
Jesse Evans Gang
Seven Rivers Warriors",,https://en.wikipedia.org/wiki/Lincoln_County_War,,310643.0
1878,1878,Kumanovo Uprising,Ottoman Empire,Serbian rebels,,https://en.wikipedia.org/wiki/Kumanovo_Uprising,,3247.0
1878,1878,Epirus Revolt of 1878,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/Epirus_Revolt_of_1878,,9517.0
1878,1878,"1878 Greek Macedonian
rebellion",Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/1878_Greek_Macedonian_rebellion,https://en.wikipedia.org/wiki/1878_Greek_Macedonian_rebellion,3568.0
1878,1879,Kresna–Razlog Uprising,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/Kresna%E2%80%93Razlog_Uprising,,1479.0
1878,1880,Second Anglo-Afghan War,British Empire,Afghanistan,,https://en.wikipedia.org/wiki/Second_Anglo-Afghan_War,,244947.0
1878,1885,Conquest of the Desert,Argentina,Araucans,,https://en.wikipedia.org/wiki/Conquest_of_the_Desert,,104899.0
1878,1888,Nauruan Civil War,King Aweida Loyalists,Anti-Aweida rebels,,https://en.wikipedia.org/wiki/Nauruan_Civil_War,,50567.0
,,,"German Empire
(1888)",,,,,
1879,1880,Little War (Cuba),Kingdom of Spain,Cuba,,https://en.wikipedia.org/wiki/Little_War_(Cuba),,24568.0
1879,1879,Jementah Civil War,Johor Sultanate,Muar,,https://en.wikipedia.org/wiki/Jementah_Civil_War,,7746.0
1879,1879,Anglo-Zulu War,"British Empire
Colony of Natal",Zulu Kingdom,,https://en.wikipedia.org/wiki/Anglo-Zulu_War,,611756.0
1879,1879,Second Sekhukhune War,British Empire,BaPedi Kingdom,,https://en.wikipedia.org/wiki/Sekhukhune,,52521.0
1879,1883,War of the Pacific,Chile,"Peru
Bolivia",,https://en.wikipedia.org/wiki/War_of_the_Pacific,,403229.0
1879,1879,Sheepeater Indian War,United States,Turakina,,https://en.wikipedia.org/wiki/Sheepeater_Indian_War,,11639.0
1879,1881,Victorio's War,"United States
Mexico",Apache,,https://en.wikipedia.org/wiki/Victorio's_War,,28047.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,"Victorious party (if
applicable)",Defeated party (if applicable),,,,
1880,1881,Basuto Gun War,Basotho Tribe,Cape Colony,,https://en.wikipedia.org/wiki/Basuto_Gun_War,,28116.0
1880,1881,Brsjak Revolt,Ottoman Empire,Christian rebels,,https://en.wikipedia.org/wiki/Brsjak_Revolt,,2554.0
1880,1881,"Kurdish revolt of
1880–1881[8]",Ottoman Empire,Kurdish rebels,,,,
1880,1881,First Boer War,South African Republic,British Empire,,https://en.wikipedia.org/wiki/First_Boer_War,,349165.0
1881,1881,"Mapuche uprising of
1881",Chile,Mapuche rebels,,https://en.wikipedia.org/wiki/Mapuche_uprising_of_1881,https://en.wikipedia.org/wiki/Mapuche_uprising_of_1881,8306.0
1881,1881,"French occupation of
Tunisia",France,Tunisia,,https://en.wikipedia.org/wiki/French_occupation_of_Tunisia,https://en.wikipedia.org/wiki/French_occupation_of_Tunisia,5068.0
1881,1899,Mahdist War,"Egypt
British Empire
Italy
Belgium
Ethiopian Empire",Mahdist Sudan,,https://en.wikipedia.org/wiki/Mahdist_War,,370306.0
1882,1882,Anglo-Egyptian War,"British Empire
Egypt",Egyptian rebels under Arabi Pasha,,https://en.wikipedia.org/wiki/Anglo-Egyptian_War,,142284.0
1882,1898,Mandingo Wars,French Third Republic,Wassoulou Empire,,https://en.wikipedia.org/wiki/Mandingo_Wars,,30826.0
1882,1892,Pleasant Valley War,"Tewksbury Family
Arizona Rangers",Graham and Blevins Family,,https://en.wikipedia.org/wiki/Pleasant_Valley_War,,76579.0
1883,1914,Ekumeku Movement,British Empire,Ekumeku Organization,,https://en.wikipedia.org/wiki/Ekumeku_Movement,,26417.0
1883,1883,Timok Rebellion,Kingdom of Serbia,People's Radical Party,,https://en.wikipedia.org/wiki/Timok_Rebellion,,11373.0
1883,1885,"First Madagascar
expedition",French Third Republic,Merina Kingdom,,https://en.wikipedia.org/wiki/First_Madagascar_expedition,https://en.wikipedia.org/wiki/First_Madagascar_expedition,15859.0
1883,1886,Tonkin Campaign,French Third Republic,"Qing dynasty
Black Flag Army
Nguyen dynasty",,https://en.wikipedia.org/wiki/Tonkin_Campaign,,11999.0
1884,1885,"Peruvian civil war of
1884–1885","Reds
Bolivia","Blues
Chile",,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1884%E2%80%931885,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1884%E2%80%931885,1071.0
1884,1884,Chichibu Incident,Empire of Japan,Japanese peasants,,https://en.wikipedia.org/wiki/Chichibu_Incident,,2526.0
1884,1885,Sino-French War,"France
Annam Protectorate","Qing dynasty of China
Remnants of the Nguyen dynasty of
Vietnam
Black Flag Army",,https://en.wikipedia.org/wiki/Sino-French_War,,143193.0
,,,,,,,,
1884,1885,Mandor Rebellion,Dutch Empire,Lanfang Republic,,https://en.wikipedia.org/wiki/Mandor_Rebellion,,991.0
1885,1885,,Russian Empire,Tajik Rebels,,,,
1885,1885,North-West Rebellion,Canada,"Provisional Government of
Saskatchewan
Cree–Assiniboine",,https://en.wikipedia.org/wiki/North-West_Rebellion,,158068.0
1885,1885,Serbo-Bulgarian War,Bulgaria,Serbia,,https://en.wikipedia.org/wiki/Serbo-Bulgarian_War,,89657.0
1885,1885,"Barrios' War of
Reunification","El Salvador
Mexico
Costa Rica
Nicaragua","Guatemala
Honduras",,https://en.wikipedia.org/wiki/Barrios'_War_of_Reunification,https://en.wikipedia.org/wiki/Barrios'_War_of_Reunification,14521.0
1885,1885,"Third Anglo-Burmese
War",British Empire,Third Burmese Empire,,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,78210.0
1885,1885,Jambi Uprising,Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Jambi_Uprising,,2276.0
1886,1894,Samoan Civil War,Mata'afans,Tamasese,,https://en.wikipedia.org/wiki/Samoan_Civil_War,,38653.0
,,,,,,,,
1887,1889,Karonga War,"African Lakes Corporation
Ngonde","Swahili
Henga",,https://en.wikipedia.org/wiki/Karonga_War,,5338.0
1887,1895,"Hawaiian rebellions
(1887–95)","Hawaiian League
Republic of Hawaii
United States","Kingdom of Hawaii
United States
Empire of Japan
United Kingdom
Redshirts
Hawaiian Patriotic League",,https://en.wikipedia.org/wiki/Hawaiian_rebellions_(1887%E2%80%9395),https://en.wikipedia.org/wiki/Hawaiian_rebellions_(1887%E2%80%9395),2044.0
1888,1893,"1888–1893 Uprisings
of Hazaras",Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/1888%E2%80%931893_Uprisings_of_Hazaras,https://en.wikipedia.org/wiki/1888%E2%80%931893_Uprisings_of_Hazaras,4292.0
1888,1888,Sikkim Expedition,British Empire,Tibet,,https://en.wikipedia.org/wiki/Sikkim_Expedition,,5589.0
1888,1889,Abushiri Revolt,German Empire,"Rebels led by Abushiri ibn Salim al-
Harthi",,https://en.wikipedia.org/wiki/Abushiri_Revolt,,12422.0
1889,1890,Ammiyya,Syrian Peasants,Syrian Sheikhs,,https://en.wikipedia.org/wiki/Ammiyya,,2461.0
1889,1893,Johnson County War,Homesteaders,Cattle Barons,,https://en.wikipedia.org/wiki/Johnson_County_War,,156670.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,"Victorious party (if
applicable)","Defeated party (if
applicable)",,,,
"Late
19th
century","Late 19th
century","Qu'aiti–Kathiri conflict over
Mukalla[18]","Qu'aiti
Supported by:
British Empire",Kathiri,,,,
1890s,1890s,"1890s Hamawand
revolts[19]",Ottoman Empire,Hamawand rebels,,,,
1890,1890,Edi Expedition,Dutch Empire,Acehese Rebels,,https://en.wikipedia.org/wiki/Edi_Expedition,,4509.0
1890,1890,Revolution of the Park,Argentina,Civic Union,,https://en.wikipedia.org/wiki/Revolution_of_the_Park,,16846.0
1890,1890,"First Franco-Dahomean
War","Kingdom of Porto-Novo
French Third
Republic",Kingdom of Dahomey,,https://en.wikipedia.org/wiki/First_Franco-Dahomean_War,https://en.wikipedia.org/wiki/First_Franco-Dahomean_War,30526.0
1890,1916,Castaic Range War,"William Willoby
Jenkins
Los Angeles
Rangers",William C. Chormicle,,https://en.wikipedia.org/wiki/Castaic_Range_War,,13173.0
1895,1900,Colorado Range War,Cattle Barons,"Homesteader and
Rustlers",,https://en.wikipedia.org/wiki/Tom_Horn#Colorado_Range_War,,290040.0
1890,1891,Ghost Dance War,,Sioux tribes,,https://en.wikipedia.org/wiki/Ghost_Dance_War,,65461.0
1891,1891,Battle of Mulayda,Jabal Shammar,Najd,,https://en.wikipedia.org/wiki/Battle_of_Mulayda,,21365.0
1891,1891,"Yemeni Rebellion of 1891
",Ottoman Empire,Zaidis,"Yemeni–
Ottoman Conflicts",https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Rebellion_of_1891,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts,4821.0
1891,1891,Hunza-Nagar Campaign,British Raj,"Hunza
Nagar",,https://en.wikipedia.org/wiki/Hunza-Nagar_Campaign,,3445.0
1891,1891,Anglo-Manipur War,British Raj,Kingdom of Manipur,,https://en.wikipedia.org/wiki/Anglo-Manipur_War,,43525.0
1891,1891,Chilean Civil War of 1891,"Congressist Junta
Navy of Chile","Republic of Chile
Army of Chile",,https://en.wikipedia.org/wiki/Chilean_Civil_War_of_1891,,50028.0
1891,1892,Tomochic Rebellion,Mexico,Rebels,,https://en.wikipedia.org/wiki/Tomochic_Rebellion,,6035.0
1891,1893,Garza Revolution,"Mexico
United States",Garzistas,,https://en.wikipedia.org/wiki/Garza_Revolution,,19204.0
1891,1894,Semantan War,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Dato'_Bahaman#Semantan_War,,13985.0
1891,1907,Bafut Wars,German Empire,Fondom of Bafut,,https://en.wikipedia.org/wiki/Bafut_Wars,,12692.0
,,,,,,,,
1892,1892,Second Hazara Uprising,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/Hazaras#Second_uprising,,607945.0
1892,1894,"Second Franco-
Dahomean War",France,Kingdom of Dahomey,,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War,42310.0
1892,1894,Congo–Arab War,Congo Free State,"Zanzibari Arab Slave
traders",,https://en.wikipedia.org/wiki/Congo%E2%80%93Arab_War,,9938.0
1893,1893,Third Hazara Uprising,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/Hazaras#Third_uprising,,607945.0
1893,1893,Battle of Al Wajbah,"Al Thani
Allied Tribes",Ottoman Empire,,https://en.wikipedia.org/wiki/Battle_of_Al_Wajbah,,18152.0
1893,1893,Franco-Siamese conflict,"France
French Indochina",Siam,,https://en.wikipedia.org/wiki/Franco-Siamese_conflict,,5615.0
1893,1908,Macedonian Struggle,"Hellenic Macedonian
Committee
Ethniki Etaireia (from
1894)
Internal
Macedonian
Revolutionary
Organization
Supreme
Macedonian-
Adrianople Committee
(from 1895 to 1905)
Bulgarian Secret
Revolutionary
Brotherhood (from
1899)
Boatmen of
Thessaloniki (from
1900 to 1903)
Serbian Chetnik
Organization (from
1903)",Ottoman Empire,,https://en.wikipedia.org/wiki/Macedonian_Struggle,,109117.0
1893,1893,"Conquest of the Bornu
Empire",Rabih az-Zubayr's Empire,Bornu Empire,,https://en.wikipedia.org/wiki/Rabih_az-Zubayr#Conquest_of_Borno_(1893),https://en.wikipedia.org/wiki/Rabih_az-Zubayr#Conquest_of_Borno_(1893),50518.0
1893,1894,First Melillan campaign,Spain,Morocco,,https://en.wikipedia.org/wiki/First_Melillan_campaign,,20546.0
1893,1894,First Matabele War,"British South Africa
Company
Tswana","Ndebele (Matabele)
kingdom",,https://en.wikipedia.org/wiki/First_Matabele_War,,80588.0
1893,1894,Revolta da Armada,Brazil,Brazilian navy mutineers,,https://en.wikipedia.org/wiki/Revolta_da_Armada,,19503.0
1893,1895,Federalist Revolution,Brazil,"Federalist Rebels
National Party",,https://en.wikipedia.org/wiki/Federalist_Revolution,,25731.0
1894,1895,"Peruvian civil war of 1894–
1895",Rebels,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1894%E2%80%931895,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1894%E2%80%931895,959.0
,,,,,,,,
1894,1894,Malaboch War,"South African
Republic",Bahananwa people,,https://en.wikipedia.org/wiki/Malaboch_War,,6514.0
1894,1894,1894 Sasun rebellion,Ottoman Empire,Armenian rebels,,https://en.wikipedia.org/wiki/1894_Sasun_rebellion,,14392.0
1894,1894,Revolution of the 44,Salvadoran Rebels,"Salvadoran
Government",,https://en.wikipedia.org/wiki/Revolution_of_the_44,,6492.0
1894,1894,"Donghak Peasant
Revolution","Joseon dynasty
Empire of Japan",Donghak army,,https://en.wikipedia.org/wiki/Donghak_Peasant_Revolution,https://en.wikipedia.org/wiki/Donghak_Peasant_Revolution,69467.0
